Key	Value
等[NAMA]苏醒，已经倒在邪帝陵外一处无人的深山。仔细回想之下，[NAMA]脑海中竟然浮现一门艰涩的功法。正是邪帝昔日纵横天下的《他化自在大法》。	Setelah[NAMA] sadar kembali ternyata mereka berada tepat di luar Makam Kaisar Iblis. Setelah mengingatnya dengan cermat, Hukum Bizantium dan muskil muncul ke permukaan[NAMA]'pikiran. Itu adalah "Eksploitasi Kesenangan Eksternal" dari Kaisar Iblis yang pernah mengamuk di tanah itu.
[NAMA]机缘不错，成功收集到了宝物。	[NAMA] sedang beruntung.[DIA] telah menjaring sejumlah harta karun.
[NAMA]寻觅许久，却毫无线索。[DIA]知道宝物有缘者得，无奈之下，只得作罢。	[NAMA] mencari cukup lama, tetapi tidak menemukan petunjuk.[DIA] tahu bahwa harta karun hanya akan diklaim oleh mereka yang ditakdirkan untuk melakukannya. Dalam situasi tak berdaya, satu-satunya pilihan adalah menyerah.
等[NAMA]苏醒，已经倒在邪帝陵外一处无人的深山，全身修为竟然大进。	Setelah[NAMA] Sadar kembali ternyata mereka baru saja berada di luar Makam Kaisar Iblis dan setelah sedikit introspeksi ternyata dari seluruh tubuh mereka merasa bahwa Budidaya mereka mengalami kemajuan yang signifikan.
[NAMA]不愿意趟这趟浑水，离开了邪帝陵。	[NAMA] tidak mau melangkah lebih jauh dan meninggalkan Makam Kaisar Iblis.
[NAMA]觉得还是不要为这种事浪费事件了。	[NAMA] Kupikir lebih baik tidak membuang waktu untuk hal seperti itu.
[NAMA]虽然没找到什么有趣的地方，但也在山野之间别有感悟。	Meskipun[NAMA] tidak menemukan tempat menarik, tapi[DIA] terinspirasi saat berada di hutan belantara.
这里实在太冷了，[NAMA]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。	Di sini terlalu dingin,[NAMA] mencoba bermeditasi, tetapi tidak dapat memasuki kondisi meditasi karena hawa dingin yang menusuk tulang. Pada akhirnya,[DIA] tidak punya pilihan selain pergi.
[NAMA]遁光飞快，瞬间抓到了宝物，趁众人尚未赶上，便离开此地。	[NAMA] menghindar dengan cepat, mengambil beberapa Harta Karun dan mengambil keuntungan dari yang lain yang belum menyusul dan berangkat.
[NAMA]架起遁光靠近宝物，也许是机缘所致，宝物有灵竟然主动投向[NAMA]而来，[NAMA]大喜之下收起宝物，赶忙离开此地。	[NAMA] menghindari dan mendekati Harta Karun. Mungkin itu hanya Keberuntungan tetapi Harta Karun itu tiba-tiba muncul dengan sendirinya[NAMA]. [NAMA] mengemasnya sambil tersenyum lebar dan bergegas keluar dari sana.
[NAMA]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAMA]施展神通，压服众人。虽然受了些伤，但总算成功夺得了宝物。	[NAMA] menghindari dan mendekati Harta Karun, namun beberapa penggarap juga berkumpul di waktu yang sama.[NAMA] melakukan mukjizat yang membuat orang banyak terkagum-kagum. Meskipun beberapa luka telah diambil, namun jumlah Harta yang diambil membuatnya berharga.
[NAMA]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAMA]施展神通，但却不敌他人，反而受伤甚重，只能铩羽而归。	[NAMA] menghindari dan mendekati Harta Karun, namun beberapa penggarap juga berkumpul di waktu yang sama.[NAMA] melakukan keajaiban, namun akhirnya kalah jumlah dan terluka parah. Pada akhirnya, tidak ada harapan untuk berbalik dan melarikan diri.
[NAMA]架起遁光追逐，但是却跟不上宝物飞遁的速度，只能眼睁睁的看着宝物远去天边。	[NAMA] dikejar tetapi tidak bisa mengimbangi kecepatan Harta Karun sehingga hanya bisa melihat saat harta karun itu menghilang di kejauhan.
伴随着归寂之地积累的千年时光气运逆转，魔帝付辟空运转《誊天书》，借东皇敕令洞开乾坤界。时隔无量岁月，两界终于再度开始归一。\n\n受大千世界天道影响，此界天道逐渐崩溃，所有修行者均随着天道崩溃而失去修为，修为高者越甚。修仙界因此陷入前所未有的混乱。\n\n然而这一切都与你们无关了，在这场混乱波澜方起之刻，你便率领门下弟子踏入归寂之地的时空门，紧跟付辟空的步伐前往了传说中的大千世界。\n\n仙路茫茫，未来福祸机缘究竟如何，一切犹未可知……	Ketika waktu di Tempat Kehancuran mulai bergerak maju, Kaisar Iblis, Fu Pikong, membuka Alam Semesta dengan tatanan ilahi Penguasa Timur dalam Kitab Dekrit Surgawi. Setelah bertahun-tahun yang tak terhitung jumlahnya, kedua dunia itu akhirnya mulai bergabung menjadi satu.\n\nDipengaruhi oleh aturan di Alam Semesta Tanpa Batas, semua kultivator, terutama yang memiliki pencapaian tinggi, kehilangan kultivasinya sementara alam ini mulai runtuh. Dunia kultivasi menjadi kacau balau.\n\nNamun, semua itu tidak penting bagimu sekarang. Sebelum momen terakhir, Anda melangkah ke portal ruangwaktu bersama semua murid Anda, mengikuti Fu Pikong dan memasuki Alam Semesta Tanpa Batas.\n\nJalan menuju keabadian belum berakhir. Mari kita tunggu dan lihat apa yang akan terjadi di masa depan.
[NAMA]遁光飞快，瞬间收取了宝物，趁众人尚未赶上，便离开此地。	[NAMA] menghindar dengan cepat, meraih Harta Karun dan mengambil keuntungan dari yang lain yang tidak mengejar dan berangkat.
金鳌剑	Pedang Kura-kura Emas
先天五行剑之一，封印金鳌元神，迅捷无匹。	Salah satu Pedang Lima Elemen. Roh Primordial Kura-kura Emas tersegel di dalamnya, kecepatannya tiada bandingannya.
碧蜈剑	Pedang Kelabang Giok
先天五行剑之一，封印碧蜈元神，灵气充沛。	Salah satu Pedang Lima Elemen. Roh Primordial Kelabang Giok tersegel di dalamnya, penuh dengan Qi.
黑螭剑	Pedang Naga Hitam
先天五行剑之一，封印黑螭元神，灵动如意。	Salah satu Pedang Lima Elemen. Roh Primordial Naga Hitam tersegel di dalamnya, sefleksibel mungkin.
火凰剑	Pedang Phoenix Api
先天五行剑之一，封印火凰元神，威力无穷。	Salah satu Pedang Lima Elemen. Roh Primordial Phoenix Api tersegel di dalamnya, kekuatannya tidak terbatas.
土麟剑	Pedang Kirin Bumi
先天五行剑之一，封印麒麟元神，底力浑厚。	Salah satu Pedang Lima Elemen. Roh Primordial Kirin tersegel di dalamnya, potensinya menakutkan.
[NAMA]蹑手蹑脚地开匣……	[NAMA] berjingkat untuk membuka kotak itu...
一阵瞎捣鼓后，只听“咔”的一声，木匣竟然自己打开了！	Setelah mengutak-atik secara acak, bunyi 'klik' menandakan kotak kayu itu terbuka dengan sendirinya!
很快就琢磨出开匣之法，麻利儿的打开了匣子。	Dengan cepat menemukan cara membuka kotak itu dan dengan cekatan membukanya.
一眼就看破了木匣的结构，两三下就将木匣完全拆开。	Langsung melihat struktur kotak kayu itu dan dengan cepat membongkarnya dalam beberapa gerakan
[NAMA]胡乱操作了一阵……正准备放弃之时，木匣竟然自己开了！	[NAMA] dimanipulasi tanpa tujuan untuk sementara waktu... Sama seperti[DIA] hendak menyerah, peti kayu itu terbuka dengan sendirinya!
[NAMA]知道这是一个难得的机缘，不过这里实在太冷了，他只能匆匆离开。	[NAMA] tahu bahwa keberuntungan seperti ini sulit didapat, sayangnya cuacanya terlalu dingin, jadi[DIA] pergi dengan tergesa-gesa.
混沌琢	Pahat Kekacauan
天府奇珍，以天劫之息凝练而成。	Harta karun yang langka, benda ini terbentuk dari Nafas Surga.
[TEMPAT]实在是太冷了，[NAMA]的功力完全无法深入此地，只能无奈离开。	[TEMPAT] sepenuhnya terlalu dingin, jadi tidak merata[NAMA]'Kemampuannya sudah habis untuk menembus tempat ini dan sebagainya[DIA] tidak punya pilihan selain pergi.
[NAMA]虽然一无所获，但也在山野之间别有感悟。	Meskipun[NAMA] kiri dengan tangan kosong,[DIA] usahanya tidak sia-sia[DIA] telah mendapatkan beberapa inspirasi saat berada di alam liar.
[NAMA]不愿意趟这趟浑水，离开了玉晶潭。	[NAMA] tidak mau melangkah lebih jauh dan meninggalkan Danau Jadestone.
[NAMA]找到了不少的特产资源，于是施了个唤风的法诀，将之搬回了门派。	[NAMA] telah menemukan lebih dari beberapa sumber daya khusus, setelah itu[DIA] memanggil mantra angin untuk dibawa[ENHIM] kembali ke sekolah.
[NAMA]机缘不错，在一处人迹罕至的山坳里发现了宝物。	[NAMA] beruntung, sebagai[DIA] bisa menemukan harta karun dari Hukum yang dikalahkan di pegunungan.
[NAMA]念叨着：“大力出奇迹……”	[NAMA] bergumam, 'Usaha yang besar membuahkan keajaiban...'
随后卯足力气一掰，木匣打开了！	Kemudian dengan usaha yang kuat, kotak kayu itu terbuka!
正准备出手，却敏锐地察觉了木匣的机巧，轻松打开了木匣。	Baru saja hendak bertindak, tetapi dengan cermat mendeteksi mekanisme kotak kayu itu dan dengan mudah membukanya.
然后使出浑身解数，对着木匣一顿猛砸，木匣居然没有一丝变化。[NAMA]气急败坏，又是一顿拳打脚踢……木匣终于裂开了！	Kemudian, dengan menggunakan seluruh kekuatan mereka,[NAMA] menggedor kotak kayu itu dengan keras, tapi tidak menunjukkan tanda-tanda perubahan. Karena marah,[NAMA] dilanjutkan dengan pukulan dan tendangan... akhirnya kotak kayu itu retak terbuka!
[NAMA]尝试深入寻找，不过这里实在太冷了，[DIA]根本无法忍受，只能遗憾离去。	[NAMA] mencoba membuat[DIA] ada cara untuk mencari, tapi cuaca terlalu dingin.[DIA] tidak punya cara untuk membukanya sehingga harus pergi dengan penuh penyesalan.
此物灵气波动微弱，毫不起眼，[NAMA]架起遁光靠近宝物，轻松将此物收入怀中。	Qi benda ini berfluktuasi dengan lemah,[NAMA] mendekati Harta Karun itu dan memungutnya.
[NAMA]深入异界裂缝之中探索，突然一道微弱的时空涟漪引起[NAMA]注意。[NAMA]凭借自己深厚的道行迅速找到了这道涟漪的来源……	[NAMA] pergi menjelajah jauh di dalam Otherworld Rift, dan tiba-tiba muncul riak lemah di ruang-waktu[NAMA]'perhatian. Dengan pencapaian yang canggih,[NAMA] segera menemukan sumber riak ini.
[NAMA]深入异界裂缝之中探索，突然一道微弱的时空涟漪引起[NAMA]注意。然而[NAMA]道行不足，没能成功找到这涟漪的来源……	[NAMA] pergi menjelajah jauh di dalam Otherworld Rift, dan tiba-tiba muncul riak lemah di ruang-waktu[NAMA]'perhatian. Tetapi[NAMA] gagal menemukan sumbernya karena kurangnya pencapaian.
[NAMA]不愿意多花功夫，离开了此地。	[NAMA] tidak mau melakukan upaya lebih lanjut dan meninggalkan tempat ini.
[NAMA]手一挥便打开了木匣，数件物品齐刷刷落在面前！	[NAMA] melambaikan tangannya dan membuka kotak kayu itu, beberapa barang jatuh dengan rapi di depannya!
[NAMA]在异界裂缝搜寻良久，果然发现了一些气息古怪的家伙。但对方似乎没有敌意，一番交谈之下，[NAMA]从他们口中得知一种奇特的机关，据说可以沟通其他世界。[NAMA]将信将疑的将这种建筑的建造方法带回了门派。	[NAMA] mencari sebentar di Otherworld Rift, dan menemukan pria aneh, tapi mereka bukan musuh. Setelah beberapa pembicaraan[NAMA] mengetahui artefak yang dikatakan dapat digunakan untuk terhubung dengan dunia lain.[NAMA] membawa resep artefak ini ke sekte dengan sedikit keraguan.
[NAMA]想了想，此物如此不凡，自己还是不要随便触碰为好。	[NAMA] Kalau dipikir-pikir, menganggap barang ini terlalu luar biasa, lebih baik jangan menyentuhnya begitu saja.
[NAMA]来到观海城，展开神识搜索，很快就找到了传言的来处。[NAMA]略施小术便从那名幸存的渔夫记忆中提取出了事发地点的记忆。	[NAMA] datang ke Seascape dan dengan cepat dapat menemukan sumber rumor tersebut menggunakan Perception.[NAMA] menggunakan sedikit trik untuk mengetahui lokasi kejadian dari ingatan nelayan.
[NAMA]不愿意多花功夫，离开了观海城。	[NAMA] tidak mau melakukan upaya lebih lanjut dan meninggalkan Seascape.
[NAMA]不愿意冒险，离开了此地。	[NAMA] tidak mau mengambil risiko dan pergi.
[NAMA]上前同[SEKOLAH]的长老%s打了声招呼，两人结伴同游[SEKOLAH]附近的几处胜地，品风论道，畅谈许久。临分别时，%s长老送你一个自己炼制的小法宝作为纪念。	[NAMA] melangkah maju dan menyapa %s, yang lebih tua[SEKOLAH]. Keduanya berkeliling bersama ke tempat-tempat indah di sekitar[SEKOLAH] dan mengobrol panjang lebar. Ketika tiba waktunya untuk berpisah, %s yang lebih tua memperkenalkan diri[NAMA] dengan senjata itu[DIA] telah ditempa untuk dijadikan kenang-kenangan.
[NAMA]上前恭敬的拜见了[SEKOLAH]的长老%s，长老很开心的同[NAMA]聊了两句，并指点了他几句修行法诀。	[NAMA] melangkah maju dan dengan hormat menyapa yang lebih tua[SEKOLAH] %S. Tetua itu sangat senang diajak ngobrol[ENHIM] dan menjelaskan secara rinci tentang beberapa di antaranya[DIA] praktik.
[NAMA]和[SEKOLAH]的长老%s打了声招呼，大家聊了两句，%s长老说有事在身，匆匆离去了。	[NAMA] dan yang lebih tua dari[SEKOLAH] %s saling menyapa, mereka mengobrol dan %s yang lebih tua mengatakan itu[DIA] ada urusan yang harus diselesaikan dan berangkat dengan tergesa-gesa.
[NAMA]向[SEKOLAH]的长老%s打了个招呼，对方看了[NAMA]一眼，微不可察的点了点头。	[NAMA] sapa yang lebih tua[SEKOLAH] %s, siapa yang melihat[ENHIM] lalu mengangguk sebagai balasannya.
[NAMA]打量四周，发现自己的元神正处在一个奇异的房间里。房间里还有一名凡人，正在对着一块直立的发光板做着什么。[NAMA]略施小术，便从那名凡人身上获取了这个世界的基本知识。	[NAMA] melihat sekeliling dan menemukan bahwa Roh Primordial mereka terletak di ruangan yang aneh. Masih ada satu orang biasa di ruangan itu yang melakukan sesuatu pada papan lampu vertikal.[NAMA] menggunakan sedikit trik dan mempelajari beberapa pengetahuan dasar tentang dunia ini.
原来此地名叫“华夏国”，正处在一个名叫“春节”的庆典中。而那块直立的发光板叫“电脑”，那名凡人正在游玩一款名叫《修仙模拟器》的游戏。	Ternyata tempat ini bernama "Cathay" dan penduduk negeri itu sedang merayakan festival yang dikenal sebagai "Festival Musim Semi". Dan papan lampu vertikal itu adalah apa yang dikenal sebagai "komputer" dan orang-orang biasa yang memainkan permainan yang dikenal sebagai "Simulator Budidaya Menakjubkan."
[NAMA]不由的对这个名叫“春节”的庆典起了兴趣，[DIA]驱动元神，游历世界，发现许多有趣的事：家家户户都在门窗上贴了神奇的字符，挂上了成串的灯笼，燃放绚丽的烟花等等。	[NAMA] mau tidak mau menjadi tertarik dengan apa yang disebut "Festival Musim Semi" ini,[DIA] memaksa Roh Primordial untuk menjelajahi daratan dan menemukan banyak hal menarik: Semua keluarga memasang gambar fantastis di pintu dan jendela mereka. Mereka juga menggantungkan lentera, menyalakan kembang api dan banyak lagi.
不知道是不是不能动用法力的缘故，[NAMA]的心神也被这氛围感染。沉浸在这个异世界的节日气氛中。	Tidak yakin apakah itu karena sihir atau apa, tapi[NAMA] juga menjadi terpukul dengan suasana luar biasa yang hadir. Mereka tenggelam dalam suasana liburan dunia yang aneh ini.
[NAMA]笑嘻嘻的同[SEKOLAH]的长老%s打了个招呼，暗中却发出了致命的一击，重创了对方。	[NAMA] sapa yang lebih tua[SEKOLAH] %s sambil menyeringai sambil diam-diam melancarkan serangan mematikan yang menimbulkan kerusakan signifikan pada pihak lain.
%s长老不敢置信的看着[NAMA]，奋起反击，但最终还是被[NAMA]接二连三的狠招夺去了性命。	%s yang lebih tua melihat[NAMA] tidak percaya sebelum menyerang balik. Namun pada akhirnya[DIA] hidup telah diambil oleh[NAMA] dalam serangkaian pukulan.
数日游历之间，[NAMA]发现此地贴在门窗之上的字符除了喜庆之外，竟然别有奥妙。而此地别具一格的灯笼烟花也让[NAMA]喜爱非常。然而正当[NAMA]兴致勃勃的准备继续查探时，却突然察觉异界裂缝似乎开始波动，[NAMA]只得驱动元神，返回了肉身。	Bepergian selama beberapa hari,[NAMA] menemukan bahwa orang-orang di sini memasang gambar di pintu dan jendela mereka yang tidak hanya mengharapkan keberuntungan dan kebahagiaan, tetapi juga memiliki makna misterius lainnya. Terlebih lagi[NAMA] sangat menyukai lentera yang tidak biasa di tempat ini. Tapi, sama seperti[NAMA] bersemangat bersiap untuk terus berinvestasi, mereka menyadari bahwa Parellia Rift mulai bergetar.[NAMA] harus mengeluarkan upaya maksimal hanya untuk kembali ke masa lalu.
几日异界见闻让[NAMA]大有所悟，[DIA]将所见所闻记录与书册之上，带回了门派。	Beberapa hari saja sudah cukup berdampak[NAMA]. [DIA] mencatat apa yang telah dilihat dan didengarnya dan membawanya kembali ke Sekolah.
[NAMA]笑嘻嘻的同[SEKOLAH]的长老%s打了个招呼，暗中却发出了致命的一击，%s长老在最后关头察觉到了这次偷袭，险之又险的躲过了这招并发起凌厉的反击。	[NAMA] sapa yang lebih tua[SEKOLAH] %s sambil menyeringai sambil diam-diam melancarkan serangan mematikan, tapi %s yang lebih tua merasakan serangan mendadak di saat-saat terakhir, nyaris menghindari serangan terberatnya dan menyerang balik dengan serangan balik.
[NAMA]偷袭失败，心神一乱，被%s长老的绝招命中。最后使尽浑身解数，侥幸脱身。	[NAMA]'serangan mendadaknya gagal,[DIA] pikiranku berantakan, dan sebagainya[DIA] terkena jurus pamungkas %s sesepuh. Pada akhirnya,[DIA] melakukan segala upaya[DIA] bisa dan mampu melarikan diri dengan[DIA] hidup seperti keberuntungan.
[NAMA]运转元神升空而起，打量四周，发现自己正身处一座巨大的凡人城市之上，这座城市十分奇特，竟有无数高达百米的建筑，其规模之大更是超出[NAMA]之前见过的任意一座大城，其中人口稠密，恐有千百万之数，似乎正处在某个庆典之中。其天空竟然有数只钢铁巨鸟排成阵型风驰电掣呼啸而过，其速度甚至不输普通飞剑，简直闻所未闻。	[NAMA] menggunakan Roh Primordial untuk terbang ke atas, melihat sekeliling, menemukan ada kota besar, meskipun aneh, di sekelilingnya. Ada banyak sekali gedung-gedung tinggi dan kota ini lebih besar dari gedung-gedung lainnya[NAMA] pernah dilihat, dan juga sangat padat sehingga jutaan orang dapat tinggal di sana. Tampaknya juga ada semacam perayaan yang sedang berlangsung. Tampaknya ada burung logam yang terbang di langit… Mereka bahkan lebih cepat dari artefak! Itu belum pernah terjadi!
[NAMA]大感兴趣，便以读心之法收集城中居民的信息。这才知道此地乃炎黄国，其时正为国诞之时，普天同庆之下，其国运如烈火烹油，直冲霄汉。[NAMA]恍然，也正是这股庞大的气运之力透过空间裂缝，让自己得以定位感知。	[NAMA]'Rasa ingin tahunya semakin tergugah, dan mulai mengumpulkan informasi tentang penduduk. Saat itulah menjadi jelas bahwa ini adalah negara Cathay. Ini bukan sembarang hari, ini adalah Hari Nasional di negara tersebut.[NAMA] tiba-tiba menyadari bahwa aura kekayaan negara yang terpancar melalui celah ruanglah yang memungkinkan lokasi tersebut dapat diketahui.
如此凝聚的国运，可谓闻所未闻。“如此大国是如何建立？”[NAMA]对这个国家的历史产生了浓烈的兴趣。	Momentum keberuntungan seperti ini belum pernah terjadi sebelumnya. “Bagaimana negara sebesar ini bisa dibangun?”[NAMA] mengembangkan minat yang kuat terhadap sejarah negara ini.
[NAMA]找到此地名为“图书馆”的地方，查看起这个凡人国度的历史。不禁深深地为之沉迷。自今向古追溯，此国数以千年的思想传承虽然繁杂，但其根脚完全不输于自己本来世界的任何一种心法理论。尤其是其源自“诸子百家”的思想竟然与自身修炼之道大有补益和启发。	[NAMA] menemukan tempat yang disebut "Perpustakaan", sejarah masyarakat di sini dapat ditemukan di dalamnya. Mereka menjadi sangat terpesona olehnya. Melihat ke belakang melalui sejarah, negara ini telah mengalami perubahan pemikiran yang rumit selama ribuan tahun, namun tidak kalah dengan dunia dalam hal itu[NAMA] berasal dari berbagai aliran pemikiran. Ratusan Aliran Pemikiran mereka memiliki banyak kesamaan dengan sekte-sekte kultivasi yang mengejar kebenaran dan pengembangan pribadi, dan mereka memberikan manfaat dan inspirasi yang besar mengenai Hukum agung menuju keabadian.
[NAMA]在此地一留便是数日，如痴如醉。然而异界裂缝似乎开始波动，[NAMA]只得驱动元神，返回了肉身。	[NAMA] tinggal di sini beberapa hari, menjadi tergila-gila dengan tempat itu. Namun, Rift Dunia Lain mulai berfluktuasi,[NAMA] harus mengusir Roh Primordial dan kembali.
[NAMA]将近日所读之册以神念转录，带回了门派。	[NAMA] menyalin buku yang telah mereka baca, lalu kembali ke Sekte bersama mereka.
%s长老不敢置信的看着[NAMA]，刚准备逃生，就被[NAMA]接二连三的狠招夺去了性命。	%Itu yang dilihat orang tua itu[NAMA] tidak percaya dan bersiap untuk melarikan diri, tetapi akhirnya tersesat[DIA] hidup ke[NAMA] dalam serangkaian pukulan.
叶玄身形一动，便把[NAMA]身上的骰子捞在手里把玩了两下，随后便答应了你的要求。	Ye Xuan mengambil dadu itu[NAMA] dan melemparkannya dua kali, lalu menyetujui permintaan Anda.
叶玄瞥了[NAMA]一眼，便专心桌上的赌局。不在理会[NAMA]。	Ye Xuan melirik[NAMA] lalu fokus pada keributan di meja. Mereka tidak memperhatikan[NAMA].
[NAMA]想了想，还是不要招惹此人为妙。	[NAMA] memikirkannya dan memutuskan yang terbaik adalah tidak memprovokasi orang ini.
[NAMA]见面不多说，先下手为强，一记狠手向[SEKOLAH]的长老%s身上招呼，直接重创了对方。	[NAMA] Aku kekurangan kata-kata, tapi keuntungannya ada pada orang yang menyerang lebih dulu, jadi[DIA] sapa tetua %s dari[SEKOLAH] dengan tinju ganas yang menghantamnya seperti satu ton batu bata.
%s长老猝不及防，慌忙刚准备逃生，就被[NAMA]接二连三的狠招夺去了性命。	Yang lebih tua dari %s tertangkap basah,[DIA] sedang buru-buru membuat persiapan untuk melarikan diri ketika[NAMA] telah mengambil[DIA] hidup dalam kesibukan pukulan.
[NAMA]见面不多说，先下手为强，一记狠手向[SEKOLAH]的长老%s身上招呼，%s长老临危不乱，险之又险的躲过了这招并发起凌厉的反击。	[NAMA] Aku kekurangan kata-kata, tapi keuntungannya ada pada orang yang menyerang lebih dulu, jadi[DIA] sapa tetua %s dari[SEKOLAH] dengan tangan terangkat, tapi si tetua tetap tenang dan tenang dalam menghadapi bahaya, jadi[DIA] mampu melarikan diri dan kemudian menyerang balik dengan pukulan[DIA] memiliki.
[SEKOLAH]的长老%s看[NAMA]装作没看到自己，对你的无礼略感不满。	Itu[SEKOLAH]'s penatua %s menonton[NAMA] berpura-puralah mereka tidak melihatnya dan sama sekali tidak senang dengan kurangnya sopan santun Anda.
[NAMA]的寿元已经不足五十年……	[NAMA] memiliki sisa hidup kurang dari 50 tahun…
[NAMA]抽到的两张算筹分别为：%s,%s。	[NAMA] menggambar dua batang penghitung: %s, %s.
那么猜测双方算筹之差为多少呢？	Bagaimana orang bisa menebak betapa berbedanya keduanya?
[NAMA]想了想，赌博害人，还是赶紧离开吧。	[NAMA] memikirkannya dan memutuskan bahwa perjudian terlalu berisiko dan memutuskan untuk pergi.
[SEKOLAH]的长老%s怒极反笑，他出手就是[SEKOLAH]的镇派绝招，狠狠攻向[NAMA]。[NAMA]狞笑一声，祭出自己的法宝迎敌。一时间空中两道流光如惊龙横空斗作一团。	Itu[SEKOLAH]'Tetua %s sangat marah dan mengeluarkan teknik pamungkasnya[SEKOLAH] sekolah aktif[NAMA]. [NAMA] meringis dan membawa[DIA] artefak untuk ditanggung melawan musuh. Untuk sementara waktu, pertempuran itu bagaikan badai pedang.
两人瞬息间已过手数十招，[NAMA]看重一个破绽，拼着自己受伤一招打碎了%s长老的天灵盖，%s长老死状惨烈，神形俱灭。	Dalam sekejap keduanya saling bertukar puluhan pukulan.[NAMA] mencari peluang mengambil pukulan untuk menciptakan peluang yang memungkinkan[ENHIM] untuk menyerang musuh mereka %s yang lebih tua di depannya[DIA] kepala dan dengan demikian[DIA] menderita kematian yang mengerikan.
[SEKOLAH]的长老%s怒极反笑，他出手就是[SEKOLAH]的镇派绝招，狠狠攻向[NAMA]。[NAMA]狞笑一声，祭出自己的法宝迎敌。但却错估了对方杀招的威力，竟然被瞬间破去了法宝。	Itu[SEKOLAH]'%s yang lebih tua sangat marah dan mengeluarkan teknik pamungkasnya[SEKOLAH] sekolah aktif[NAMA]. [NAMA] meringis dan membawa[DIA] artefak untuk ditanggung melawan musuh.[DIA] meremehkan kekuatan musuh dan[DIA] senjatanya patah dalam sekejap.
[NAMA]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老打中致命的一击。	[NAMA] kehilangan semua warna[DIA] hadapi, kehilangan keuntungan, dan kapan[DIA] akhirnya menemukan kesempatan untuk melarikan diri, %s si tetua telah melancarkan serangan mematikan.
[SEKOLAH]的长老%s皱了皱眉，一副不想惹事的样子转身离去。暗中却向[NAMA]使出[SEKOLAH]的绝杀秘术，想不费吹灰之力夺取[NAMA]性命。	[SEKOLAH]'s yang lebih tua %s mengerutkan kening, jelas tidak ingin terlibat, dan sebagainya[DIA] berbalik dan pergi. Namun,[DIA] diam-diam menggunakan teknik kejam[SEKOLAH] dalam upaya untuk mengambil[NAMA]'hidup tanpa masalah apa pun.
[NAMA]早已察觉，也故作中招，趁敌人大喜回身之际发出运起全身功力的一击。只一道惊龙般的神光如神矢贯月，瞬间将毫无防备的%s长老打成飞灰。	[NAMA] sudah merasakannya, berpura-pura terluka dan menyerang dengan sekuat tenaga[DIA] kekuatan sementara musuh berbalik untuk merayakannya. Sebuah pedang yang melesat di udara seolah bisa menembus bulan, menghabisi %s si tetua dalam sekejap.
[NAMA]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老的致命的一击打中了心脏。	[NAMA] kehilangan semua warna di dalamnya[DIA] wajah dan keuntungannya, dan kapan[DIA] akhirnya menemukan kesempatan untuk melarikan diri, %s si tetua telah melancarkan serangan mematikan.
[SEKOLAH]的长老%s皮笑肉不笑的看了你一样，似乎想动手，但最终掉转方向离去。	Itu[SEKOLAH]'s penatua %s melihat[NAMA] sambil berpura-pura tertawa, sambil melihat ke atas[DIA] wajah yang mengatakan itu[DIA] benar-benar ingin bergerak, tapi pada akhirnya[DIA] hanya berbalik dan pergi.
[NAMA]选择无视对面，可[SEKOLAH]的长老%s却不准备放过他，他目露凶光，挥手就拦住[NAMA]的去路，并发动了猛烈的攻击。	[NAMA] memilih untuk mengabaikan pihak lain, tapi[SEKOLAH]'s yang lebih tua %s belum siap untuk membiarkannya[ENHIM] pergi.[DIA] telah melakukan[DIA] sebaiknya diblokir[NAMA]'s Law sambil melancarkan serangan ganas.
双方斗了几个回合，[NAMA]感觉灵气不继，一时疏忽被对方破了法术。%s长老招招夺命，[NAMA]拼尽全力才逃脱了追杀。	Mereka bertarung berkali-kali.[NAMA] merasakan kehilangan Qi mereka, dan pada saat kecerobohan,[DIA] mantranya rusak. %s untungnya, serangan orang tua itu bisa merenggut nyawa semua orang[NAMA] berhasil melarikan diri.
[SEKOLAH]的长老%s看到[NAMA]神色不忿，但是想了想[NAMA]在修行界的凶威还是啐了一口，扭头离去。	Itu[SEKOLAH]'s sesepuh %s melihatnya[NAMA] tidak akan menyerah dan saat itulah dia ingat[NAMA]'Kekuatannya di dunia memang pantas didapatkan, jadi[DIA] berbalik dan pergi.
[SEKOLAH]的长老%s大喝一声歪门邪道，人人得而诛之，挥手祭出随身法宝，对[NAMA]发起凌厉的攻势。	Itu[SEKOLAH]'s penatua %s menegur[NAMA]'cara-caranya yang tidak benar, menyatakan bahwa siapa pun mempunyai hak untuk menghukum[ENHIM] untuk melakukan hal itu. Yang lebih tua menggambar[DIA] senjatanya dan melancarkan serangan[ENHIM].
