Key	Value
妖族变换形态。	Ubah formulir Yaoguai.
靛蓝布	Kain Nila
在锻造间余，刚小憩片刻	Penempaan; sedang istirahat
残缺阵图，无法布阵	Tidak lengkap; tidak dapat membentuk formasi.
正专心锻造	Berkonsentrasi pada penempaan
请输入阵图名字	Masukkan nama untuk paket tersebut.
对自身身体了解掌控的能力，影响淬体效率，淬体时出现有效进化的概率。在凡人阶段的岐黄技能会一定程度上影响该值。	Kemampuan untuk memahami dan memerintah tubuh sendiri. Mempengaruhi efisiensi Remold, serta peluang terjadinya evolusi efektif saat Remolding. Keterampilan Penyembuhan seseorang sebagai manusia akan mempengaruhi nilai ini sampai batas tertentu.
修行宝地	Dibudidayakan
拍照模式	Kamera
当前装备命令太多	Terlalu banyak pesanan perlengkapan.
\n兽形态下无法突破瓶颈	\nTidak dapat menembus Batas dalam bentuk binatang.
通知配置	Pengaturan Pemberitahuan
发布开采命令	Keluarkan perintah untuk mulai menambang.
覆盖	Menutupi
\n境界不够：{0}	\nStatus terlalu rendah:{0}
门派任务	Pencarian Sekte
{0}{1}  {2}经验\n	{0}{1}  {2}XP\n
该物品不能被灵淬了	Benda ini tidak dapat dimurnikan secara rohani.
参玄悟妙	Carilah Inspirasi
坐东朝西	Menghadap Barat
炼丹相关	Terkait Alkimia
因神国中神民怨念累积到100%而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	Kesengsaraan Surgawi yang disebabkan oleh 100% akumulasi kebencian dari penghuni dewa di Alam Ilahi. Jika karakter tersebut bertahan, semua kebencian akan hilang; jika tidak, mereka akan dilenyapkan.\nKesengsaraan Keyakinan Bertahan:{0}kali
可提高灵宠锻炼的效果以及解锁更多行为。	Meningkatkan efek latihan Hewan Peliharaan dan membuka lebih banyak Babak.
远离炉灶	dan Jauh dari Kompor
{0}\n升级条件：\n{1}	{0}\nKondisi naik level:\n{1}
{0}\n{2}\n{1:N0}岁\n{3}	{0}\n{2}\nUsia {1:N0}\n{3}
Lua回调类名	Nama Kelas Panggilan Balik Lua
外门杂物	Lain-lain Luar
[点击配置阵法]	[Click to set a formation configuration]
轮回书	Reinkarnator
返回主菜单	Kembali ke Menu
激活	Mengaktifkan
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	Butuh waktu untuk menghasilkan dunia. Harap jangan gerakkan mouse Anda dan tunggu hingga mouse selesai dibuat.
重载PlaceDefs	Muat ulang PlaceDefs
订阅最多	Paling Banyak Berlangganan
该区域此类建筑已达上限	Tidak ada lagi bangunan sejenis di kawasan ini
享用:{0}	Menggunakan:{0}
正在修复第{0}个文件\n{1}	Memperbaiki file No.{0}\n{1}
施展神通的次数	Jumlah keajaiban yang telah Anda lakukan.
魔门巨擘	Terkenal
任人宰割	Rentan
地点图鉴需要玩家前往目标地点历练来点亮。	Untuk membuka kunci konten Ensiklopedia Lokasi, Anda perlu melakukan perjalanan ke lokasi-lokasi ini untuk Petualangan.
同步用户信息	Sinkronkan Info Pengguna
百	Ratus
可从以下地点进入：{0}	Masuk di lokasi:{0}
赶路时略感疲惫，正准备歇一歇脚	Merasa lelah setelah berjalan; akan beristirahat
打磨	Pemolesan
未获得通行权，贸然进入将会受到攻击	Tidak dapat diakses. Karakter tersebut akan diserang karena masuk secara paksa.
[{1}]\n{2}\n需要参悟值：{0:F0}	[{1}]\n{2}\nButuh inspirasi: {0:F0}
{0}没有对应的装备槽位了	{0}tidak dapat melengkapi item ini.
读取存档文件	Memuat file simpanan
凡人不轻信他人，甚至纷纷逃离。只能收集到怨念。	Orang-orang tidak percaya satu sama lain dan bahkan mencoba melarikan diri. Hanya bisa mengumpulkan kebencian dan kekecewaan.
皮毛布料	Kain Bulu
吉	Menguntungkan
选择后缀	Pilih Akhiran
特殊玩法	Spesial
蓝图说明：\n	Deskripsi Cetak Biru:\n
在建筑工作时，正累的气喘吁吁	Membangun; terengah-engah
召回圣物	Ingat Relik Suci
{0}颗	{0}Bagian-bagian
{0:N1}米	{0:N1}m
时间：{0}	Waktu:{0}
思	Ya
攻击命中: {0:P3}	Akurasi Serangan: {0:P3}
新灵智碎片	Pecahan Intelijen Baru
查看难度	Lihat Kesulitan
正在加载	Memuat
参与者	Pengikut
请选择合适的内门弟子	Silakan pilih murid batin yang cocok.
====触发太易天道触发成功	====Memicu kesuksesan Taiyi Heavenly Dao
防御坚韧\n此秘体承受攻击时抵抗伤害的程度。	Daya Tahan Pertahanan\nKemampuan menahan kerusakan saat Badan Rahasia ini menahan serangan.
女人	Perempuan
{0}人	{0}
过去三天行为数量：	[color=#D06508]Jumlah Babak dalam tiga hari terakhir:[/color]
神秘大能	Kekuatan Misterius
分配回门派	Kirim kembali ke sekte
远离祖师牌位	dan Jauh dari Kuil Grandmaster
无法指定该角色	Tidak dapat menetapkan karakter ini
请先启用任意天道！	Harap aktifkan Dao Surgawi apa pun terlebih dahulu!
灵植影响范围	Tumbuhan spiritual mempengaruhi lingkungannya.
提升一个角色的心境	Meningkatkan Keadaan Mental karakter.
蓝图丢失	Cetak biru hilang
结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Yin Yang Anda memengaruhi kualitas inti selama Pembentukan Inti.\nDi antara Lima Elemen, Api dan Kayu dihitung sebagai Yang dan memiliki efek bonus di siang hari. Logam dan Air dihitung sebagai Yin dan memiliki efek bonus di malam hari. Bumi membutuhkan keseimbangan Yin dan Yang.
仪所宽广	Ruang Terbuka
添加新标签	Tambahkan Label Baru
正在乐呵呵的修理建筑中	Dengan senang hati memperbaiki bangunan
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	Akal ({0:P0})\nNilai ini terpengaruh ketika mata dan telinga karakter mengalami kerusakan. Rasa mempengaruhi jarak pandang dan efisiensi kerja pada pekerjaan halus.
新人模式下不能改变角色，请直接开始游戏。	Anda tidak dapat mengubah karakter di Pemula. Cukup masuk ke dalam game.
尚未获得	Tidak diperoleh
独门秘籍	Panduan Eksklusif
锻炼{0}中	Berolahraga{0}
[color=#9e6404]相关工作：[/color]\n移除地板\n拆除建筑\n修理建筑\n移动和安装建筑\n建造建筑\n搬运建筑原料	[color=#9e6404]Pekerjaan terkait:[/color]\nMenghapus lantai\nMenghancurkan bangunan\nMemperbaiki bangunan\nMemindahkan dan mendirikan bangunan\nMembangun gedung\nMembawa bahan bangunan
刚刚完成一次治疗，松了松疲惫肩膀	Baru saja menyelesaikan penyembuhan; mengendurkan bahu untuk bersantai
增加参悟值	Meningkatkan Inspirasi
丽	penuh
[{0}将{1}赠与你]	[{0} gave you {1} as a gift.]
离开{0}	Meninggalkan{0}
删除特殊效果	Hapus Efek Khusus
-灵胎	- Inkubasi
请选择移动目的地	Silakan pilih tujuan pemindahan
{0}[{7}]\n真炁:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\nQi Sejati: {8:N0}\nKesehatan: {1:P0}\nKeadaan Mental: {6:N0}\nKelaparan: {2:N0}\nHaus: {3:N0}\nEnergi: {4:N0}\nSuasana hati: {5:N0}
娱乐:{0}	Santai:{0}
仙人{0}经过无量劫难，度{1}重天劫，于天苍历{2}年{3}斩断尘缘，以{4}证得灵仙之境。	Setelah melalui berbagai cobaan,{0}dilanda kesengsaraan Surga{1}; di tahun{2}dari Era Tiancang,{3}'s meninggalkan tubuh fana mereka dan mencapai keabadian karena{4}.
等级:{0}	Tingkat:{0}
肉类	Daging
赏雪	Menonton Salju
取消建造	Membatalkan
单次上传的轮回者最多允许 20 个	Anda hanya dapat mengunggah 20 reinkarnator per waktu.
[color=#bf642f]掌管压力：{0}[/color]\n{1}	[color=#bf642f]Tekanan Manajemen:{0}[/color]\n{1}
设置种植植物的生长程度	Mengatur pertumbuhan tanaman.
这几个势力凑在一起，似乎有点不对劲。不知是少了什么线索，还是想得太多了。	Sepertinya ada yang aneh dengan gabungan faksi-faksi ini. Mungkin ada petunjuk yang hilang, atau Anda terlalu memikirkannya.
吃东西时好像在思考什么，一脸凝重	Makan sambil memikirkan sesuatu; terasa khusyuk
暮观日落	Menyaksikan Matahari Terbenam
尝试与这个单位交流。\n处事等级及对方对门派的好感度会影响交流结果，但也不是每件事都会直接告诉你。	Cobalah untuk berkomunikasi dengan unit ini.\nKeterampilan sosial Anda dan dukungan mereka terhadap sekte akan memengaruhi hasil komunikasi, tetapi mereka mungkin tidak menceritakan segalanya kepada Anda.
购买成功!谢谢大爷!	Pembelian berhasil! Terima kasih, Guru!
被施法	dilemparkan.
的	'S
正惬意的享受自己的娱乐时间	Menikmati waktu rekreasi
对象降阶	Tingkat ke bawah
天气图鉴需要玩家遭遇对应天气来点亮。	Untuk membuka kunci konten Ensiklopedia Cuaca, Anda harus menemukan cuaca yang sesuai.
不安	Gelisah
获得信仰：{0:F0}	Keyakinan yang Diperoleh: {0:F0}
似乎随便画画就可以得到神奇的结果。	Tampaknya Anda bisa melukis keajaiban hanya dengan mencoret-coret.
建筑蓝图	cetak biru
获得秘籍：《{0}》 X {1}	Panduan yang Diperoleh:{0}X{1}
{0}{1}的{2}	{0}{1}'S{2}
次	Kali
红布	Kain Merah
精怪	Roh yang Hidup
心境:{0:N0} ({1}){2}\n心境会大幅度影响修炼相关行为的效率和成功率。	Keadaan Mental: {0:N0}({1}){2}\nKeadaan Mental karakter mempengaruhi efisiensi dan tingkat keberhasilan tindakan terkait pelatihan.
解锁新的隐秘：\n[align=center][color=#306BC7]{0}[/color][/align]	Misteri Baru terbuka:\n[align=center][color=#306BC7]{0}[/color][/align]
退出成功，请重启游戏	Keluar berhasil, silahkan restart gamenya
吞噬目标物品，以强大的的肉体将其精华提炼而出。吞噬能力与格物技能等级，消化系统的淬炼程度有关。\n目前最高可吞噬[color=#990000][my_property=BodyPractice_EatItemMaxRate|{0:F2}]阶[/color]的物品。	Makanlah item target, dan ekstrak esensi dari item tersebut dengan tubuh yang kuat. Kemampuan melahap berhubungan dengan tingkat keterampilan Pemahaman seseorang dan derajat Pembentukan Kembali sistem pencernaan.\nSaat ini Anda mungkin melahapnya[color=#990000]tingkat[my_property=BodyPractice_EatItemMaxRate|{0:F2}][/color]item secara maksimal.
吼！	Mengaum!
突破结束，正感慨大道难测	Terobosan selesai; memiliki perasaan campur aduk
减少一个神修的神性	Kurangi Keilahian seorang kultivator panteon.
自然奇景	Pemandangan Alam
随机	Acak
单次上传的建筑蓝图最多允许 20 个	Setiap upload hanya boleh memuat 20 cetak biru bangunan.
建造一个房间，并为每个角色分配床铺	Bangun Rumah dan atur tempat tidur untuk setiap karakter.
触发对象组别	Tim Sasaran Pemicu
消息	Pesan
给角色添加Modify。	Tambahkan Modifikasi untuk karakter.
PayMgr-> 购买ID为{0}的商品成功	PayMgr-> 购买ID为{0}的商品成功
选择一个金丹期或以上境界的内门弟子拜师。	Pilih murid batin dengan tingkat Inti Emas atau lebih tinggi untuk diakui sebagai master dan belajar dari mereka.
无法胜任这项工作!	Tidak dapat melakukan pekerjaan ini!
入门	Pemula
评论长度超出限制	Komentar Anda telah melampaui batas panjangnya.
三面为墙	dan Melawan tiga dinding
\n[color=#990000](主动释放时灵气穿透会提高到3倍)[/color]	\n[color=#990000]Penetrasi penghalang Qi meningkat 200% saat dilepaskan secara aktif.[/color]
[color=#FF0000]未指定专精[/color]\n	[color=#FF0000]Keahlian tidak dipilih.[/color]\n
健康值	Kesehatan
凶兽	Binatang buas
狭小	Sempit
正心无旁骛的砍柴中	Berkonsentrasi pada pemisahan kayu bakar
受太玄天道影响，无法手动选择！	Dipengaruhi oleh Taixuan Heavenly Dao, tidak dapat memilih secara manual!
天劫	Kesengsaraan Surgawi
在练习秘法之时，正觉得心烦意乱	Mempraktikkan Hukum rahasia; merasa kesal
其他装备	Peralatan Lainnya
等轮回者	dll.
正在准备工具，去执行手工作业	Mempersiapkan alat kerajinan tangan
收获这个植物	Panen tanaman ini.
开心	Senang sekali
从根本上增加固定值	Peningkatan Basis
流拍	Lelang Gagal
购买物资	Pembelian
还是算了	Sudahlah
门派恶名	Reputasi Buruk Sekte
<font color=#FF0000>地点不适合</font>	<font color=#FF0000>Situs Tidak Sesuai</font>
花费{0}灵石拍卖到以下道具：	Biaya{0}batu roh untuk membeli item berikut:
{0}的利爪	{0}cakarnya
防御成功: {0:P3}	Keberhasilan Pertahanan: {0:P3}
正专心地垂钓	Ikan dengan fokus
正在一脸埋怨的给伤员治疗	Dengan enggan menyembuhkan yang terluka
次数:{0}	Waktu:{0}
夺剑	Perebutan Pedang
取消跟随当前目标	Berhenti mengikuti target saat ini.
轮回时状态	Status (Reinkarnasi)
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	Jeda/Mainkan Game\n[keycode]GamePauseOrPlay[/keycode]
{0:N0}阶]	{0:N0}
中立角色	Karakter Netural
<font color=#00FF00>[绑定：{0}]</font>\n	<color font=#00FF00>[Soulbound: {0}]</font>\n
姓	Nama belakang
吃东西呛了自己一口，正大声咳嗽	Tersedak sesuatu; batuk dengan keras
CloudSave->开始打开存档:{0}	CloudSave->Mulai Membuka Simpan:{0}
{0}的秘体[{1}]发生变化：\n[color={4}]{2}重→{3}重[/color]	Perubahan terjadi pada{0}Tubuh Rahasia[{1}]: \n[color={4}]{2}lapisan ke-th→{3}lapisan ke-th[/color]
帽子	Topi
技能关联:无	Tautan Keterampilan: Tidak ada
精元容量:{0:F0}/{1:F0} ({2:F0}%)\n灵智碎片足够，而且精元容量已满的时候可以开启灵智。	Kapasitas stamina: {0:F0}/{1:F0} ({2:F0}%)\nAnda dapat membangkitkan kecerdasan setelah Stamina penuh dan Pecahan Intelijen cukup.
正在返回主菜单	Kembali ke Menu Utama
沉睡	Tidur
背景故事 {0} 数据写入中...	{0}cerita latar belakang sedang ditulis…
{0}:{1}次\n	{0}:{1}\n
随机法宝	Artefak Acak
没有可以传授的秘籍或者参悟	Tidak ada manual atau inspirasi yang tersedia.
内丹回灵速度:	Pemulihan Qi Inti Internal:
初始化..	Menginisialisasi...
此处已经有人占用，无法垂钓	Tempat ini dipancing oleh orang lain
消耗9点香火值，清除所有天气并获得庇护。	Harganya 9 Dupa. Menghapus semua efek cuaca dan memberikan perlindungan.
返回中	Kembali
键位的编码已被使用，请更换编码！	Kode sudah digunakan. Pilih kode lain.
征伐天下	Penaklukan
取下置物台物品	Hapus Item Tampilan
突破地点的灵气浓度对突破成功率的影响。	Kepadatan Qi di lokasi mempengaruhi tingkat keberhasilan terobosan.
(已飞升)	(Naik)
在拆地板时，正忍不住神游天外	Menghapus lantai; tidak bisa menahan diri untuk tidak melamun
东西已经加工过，已失其用，我们并不需要了。	Itu sudah diproses dan kehilangan nilainya. Kami tidak membutuhkannya.
转弯速度 : {0:N0}度/秒	Kecepatan Belok: {0:N0}derajat/detik
PayMgr-> 找不到ID为{0}的商品信息	PayMgr-> 找不到ID为{0}的商品信息
无法启智	Tidak dapat membangkitkan kecerdasan.
积累50份耐储存的食物（烤肉/面饼/果脯）	Kumpulkan 50 potong makanan yang dapat disimpan (misalnya Daging Panggang, Roti, Buah Kering).
{1}{0:N2}/天	{1}{0:N2}/hari
[color=#9e6404]相关工作：[/color]\n上床休养	[color=#9e6404]Pekerjaan terkait:[/color]\nBeristirahat di tempat tidur
炼制成功的丹药数量	Jumlah ramuan yang Anda buat.
砍柴	Membelah kayu bakar
等待角色完成开采	Tunggu hingga karakter Anda selesai menambang.
秘体：{0}\n	Badan Rahasia:{0}\n
在移除工作时，正忍不住神游天外	Menghapus sesuatu; tidak bisa menahan diri untuk tidak melamun
无效阵图，无法布阵	Paket tidak valid; tidak dapat membentuk formasi.
搬运这个法宝并将其放置到阵法之中。	Pindahkan artefak ini dan tempatkan dalam formasi.
获得秘籍：{0} X {1}	Panduan yang Diperoleh:{0}X{1}
移除工作不顺，觉得有点消沉	Pekerjaan pemindahan tidak berjalan dengan baik; merasa agak frustrasi
稍微利于	Sedikit Bermanfaat
[多个物体]	[Multiple Objects]
广为人知	Terkenal
我们完成了{0}的任务，他们的长老表示感谢，并欠了我们人情。\n获得了{0}的{1}点人情。	Kami menyelesaikan tugas untuk{0}. Orang yang lebih tua mengungkapkan rasa terima kasihnya dan menjadi lebih terhubung dengan kami.\nDiperoleh{1}mendukung dengan{0}.
熔炼	Mencium
核心信徒	Pengikut Inti
在工作之时，突觉莫名伤心	Bekerja; tiba-tiba terasa agak sedih
炼制法宝结束，正感叹炼器之道博大精深	Artefak kerajinan yang sudah jadi; mengagumi kedalaman kerajinan
{0}\n目标阵营：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	{0}\nFraksi Sasaran:{4}\nJenis Sasaran:{3}\nBiaya Qi/orang dalam lingkaran: {1:N0} poin\nWaktu Tenang: {2:F1} detik\n
能量值:{0}/{1}	Nilai Energi:{0} / {1}
请选择一个空的墓地	Pilih kuburan yang kosong.
刺眼	Mempesona
结丹时的心境对丹品的影响。	Keadaan Mental mempengaruhi kualitas inti selama Pembentukan Inti.
你保存了一个阵法配置，现在你可以通过阵枢角色身上的结阵按钮来进行结阵。	Anda telah menyimpan konfigurasi formasi. Sekarang Anda dapat mengklik tombol Form Formasi pada karakter yang ditunjuk sebagai pilar untuk membuat formasi.
当前阵图有阵法配置，即将删除配套阵法，是否确定	Rencananya memiliki konfigurasi formasi. Apakah Anda ingin menghapus semua formasi terkait?
正邪倾向:\n正 {0:F0}  邪 {1:F0}\n正邪倾向会影响事件的选择和发展方向	Baik Atau Jahat:\nBaik {0:F0}, Jahat {1:F0}\nApakah Anda cenderung menjadi baik atau jahat memengaruhi pilihan Anda selama acara dan cara Anda berkembang.
六境:合道	Lv VI: Harmoni
正专心拆地板	Berkonsentrasi pada menghilangkan lantai
上层界面可以控制子节点中的控件	Anda dapat mengontrol kontrol node anak di menu paling atas.
无心修行，正想偷懒	Kendur; tidak ingin bermeditasi
成长	Pertumbuhan
教程	tutorial
{0} 所需的前置模组排序过低:{1}	Pangkat{0}mod yang dibutuhkan terlalu rendah:{1}
拜山	Mengunjungi
使该植物着火。	Bakar tanaman itu.
代理事件：{0}（可收集:{1}）	Acara Agensi:{0}(Dapat dikoleksi:{1})
CloudSave->开始解压	CloudSave->Mulai Dekompresi
规划一片药田，并将作物设定为灵仙草。	Buat kebun herba dan tumbuhkan Spirit Leaf.
停	Berhenti
该物体没有灵气	Objek ini tidak memiliki Qi.
\n重生进度：{0}/{1}	\nKemajuan kelahiran kembali:{0}/{1}
该角色不在弥留状态	Karakter ini tidak mati.
熔炼中	Peleburan
选择建筑	Pilih Gedung
缥缈	Berkabut
即将完成……	Hampir selesai…
作者:	Pengarang:
请选择一个要被吞噬的物体	Pilih item untuk dimakan.
前往目标地点吐纳天地之间的元气，以获得淬体所需的淬炼精华。吐纳时的季节、时间、天气、环境等均会影响吐纳获得精华的种类和效率。	Pergi ke lokasi target dan hirup Qi primordial antara langit dan bumi untuk mendapatkan Esensi yang diperlukan untuk Pembentukan Ulang. Musim, waktu, cuaca dan lingkungan semuanya berpengaruh pada jenis dan efisiensi Essence yang akan Anda peroleh dari pernapasan.
迷惘的行商	Pedagang yang Bingung
主殿正在建造...	Membangun aula utama…
门派外门弟子总数	Jumlah total murid luar.
请选择一个物体(植物、矿物、建筑)	Pilih objek (tanaman, bijih, struktur).
在搬运时，正累的气喘吁吁	Mengangkut barang; terengah-engah
观察{0}之后未能获得任何思绪碎片。	Gagal mendapatkan Pecahan Pikiran apa pun setelah observasi{0}.
历世	Masa dewasa
打坐修行	Latihan Meditasi
语言文件丢失\nMissing Language Data\n	语言文件丢失\nData Bahasa Hilang\n
CloudSave->存档Meta文件上传失败:{0}	CloudSave->Simpan File Meta Unggahan Gagal:{0}
阁	Paviliun
defName=>{0} {1} 该物品未找到，请重新检查配置！	namadef=>{0} {1}item tidak ditemukan, harap periksa kembali konfigurasi!
选择参与推导的信息	Pilih informasi yang digunakan untuk pengurangan
观察四周	Amati Lingkungan Sekitar
指定动物活动区域	Tentukan area untuk hewan.
脱胎期	Fase Inkubasi
正在准备工具，去收获作物	Mempersiapkan alat panen
\n不能共存：{0}	\nTidak bisa hidup berdampingan:{0}
放置物品到置物台	Tempatkan item di Layar.
移动建筑到指定位置	Pindahkan bangunan ke lokasi yang ditentukan.
请输入标题	Silakan Masukkan Judul
五	Lima
取出：	Menarik:
衣匠	Menyesuaikan
无法在此地突破	Tidak dapat melakukan terobosan di lokasi ini.
【{0}】出价[{1}]	[{0}]penawaran[{1}].
生成云雾	Menghasilkan awan
与这个物体交互	Berinteraksi dengan objek ini
生产	Menghasilkan
植物产物	Produk Tanaman
第{0}天 {1:D2}:{2:D2} {3}	Hari{0}{1:D2}:{2:D2}{3}
变成法宝	Ubah menjadi Artefak
(生长停止)	(Pertumbuhan Berhenti)
切换至{0}一页技能面板\n\n快捷键:{1}	Beralih ke{0}Menu keterampilan.\n\nTombol pintas:{1}
这也拿来卖？	Anda ingin saya membeli ini?
刚完成切石作业，正拍落衣服上的石屑灰尘	Baru saja selesai memotong batu; menggosok debu dari pakaian
无心练习秘法，正想偷懒	Kendur; tidak ingin mempraktikkan Hukum rahasia
请确认comdlg32.ocx是否丢失！_{0}	Konfirmasikan apakah Anda memiliki comdlg32.ocx!_{0}
内容选择	DLC
灵气加成	Bonus Qi
发现地点：{0}个	Lokasi Ditemukan:{0}
[color=#FF0000][击杀模式][/color]	[color=#FF0000][Kill Mode][/color]
正在筑基	Yayasan pelatihan
在锻造时，正快乐的哼着小调	Menempa sambil menyenandungkan nada ceria
手选目标点	Titik Sasaran Utama
该任务要求赠送如下道具：	Quest ini mengharuskan untuk menghadiahkan item:
是否跳过	Lewati atau tidak
大量的	Sangat
建筑蓝图 {0} 数据写入中...	Memuat cetak biru{0}…
请先建造工作台！	Tolong bangun stasiun kerja!
蒸蒸日上	Berkembang
卧房	Kamar tidur
新建对话节点	Buat Dialog Baru
妖窟	Sarang
自弃	Menyerah
搜索这个角色，获得他身上的道具。	Cari karakter ini untuk mendapatkan item.
启	Qi
请选择一个要埋葬的角色	Pilih karakter yang akan dikuburkan.
在练习御剑间余，刚小憩片刻	Menguasai pedang; sedang istirahat
{0}\n最大重量：{1:f1}斤\n捕获数量：{2}	{0}\nBerat Maksimum: {1:f1} kg\nIkan yang Ditangkap:{2}
在修理建筑时，正快乐的哼着小调	Memperbaiki bangunan sambil menyenandungkan lagu ceria
与{0}({1})不能共存	Tidak bisa hidup berdampingan dengan{0}({1})
法术相关	Terkait Mantra
无心移除工作，正想偷懒	Kendur; tidak ingin melakukan pekerjaan penghapusan
请阅读提示({0}秒)	Silakan baca tipnya ({0}detik)
内门	Murid Batin
弟子会自己安排修炼行为	Murid akan merencanakan jadwal pelatihan kultivasinya sendiri.
过	Lulus.
太虚幻境\n假作真时真亦假，无为有时有还无。\n太上有道虚作实，心中无疑幻成真。	Negeri Ilusi\nJika Anda menganggap kebenaran sebagai kebohongan; lalu, mana yang benar dan mana yang benar?\nDengan kekuatan untuk mengubah ilusi menjadi kenyataan, semua keraguan menjadi kenyataan.
内容	Isi
正专心收获	Berkonsentrasi pada pemanenan
输入老门派的名字	Masukkan nama untuk sekte lama Anda.
正在上传角色数据	Mengunggah Data
的宝贝	Harta Karun
成长值	Pertumbuhan
基础{0}: {1:F2}{2}	Dasar{0}: {1:F2}{2}
二境:凝练	Lv II: Membeku
吐纳天地	Nafas Duniawi
{0}前无法淬炼{1}	Tidak dapat dibentuk ulang{1}sebelum{0}.
在练习护体间余，刚小憩片刻	Melakukan pelatihan perlindungan; sedang istirahat
刚砍完柴，正在擦汗	Baru saja selesai membelah kayu bakar; menyeka keringat
游戏存档	Penyimpanan permainan
<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%	<color font=#D06508>[Plant]</font>\nTingkat Pertumbuhan: {0:N1}%
听说了一个秘闻，也不知真假	Mendengar rahasia baru, yang mungkin benar atau mungkin tidak.
编辑地图及生成地图中的物品。	Edit peta dan hasilkan item di peta.
参悟值：{0:N0}	Nilai Inspirasi: {0:N0}
门派善名	Reputasi Baik Sekte
\n需要炼器等级:	\nMembutuhkan Pembuatan Artefak:
打开	Membuka
编辑移动路线。	Edit rute.
苑	Pengadilan
正在更新，请耐心等待...	Memperbarui. Harap tunggu…
性格	Kepribadian
装饰	Dekorasi
旷古绝今	Belum pernah terjadi sebelumnya
{0}解锁神国建筑:[{1}]\n{2}	{0}membuka Gedung Alam Ilahi:[{1}]\n{2}
三	Tiga
在这个建筑上撰写内容，只有一次机会。	Tulis konten apa pun pada struktur ini. Hanya bisa dilakukan sekali.
在筑基之时，突觉莫名伤心	Yayasan pelatihan; tiba-tiba terasa agak sedih
[align=center](秘体)[	[align=center](Badan Rahasia)[
恭喜{0}以价格{1}赢得本次竞拍！	Mengucapkan selamat{0}untuk penawaran{1}untuk memenangkan item lelang ini!
更换分堂专精	Ubah keahlian cabang
正心无旁骛的手工作业中	Berkonsentrasi pada melakukan kerajinan tangan
在拆迁建筑之时，突然想起了故乡	Menghancurkan bangunan; terasa rindu kampung halaman
请选择一个释放的目标	Pilih target yang akan dilemparkan.
获得{0}{1}	Diperoleh{0}{1}
开始同步	Mulai Sinkronisasi
该秘籍无法被录入	Panduan ini tidak dapat ditranskripsi.
选择并食用一个道具。\n角色会自动食用食物	Pilih dan makan suatu item.\nKarakter tersebut secara otomatis akan memakan makanan tersebut.
天下阵法	Formasi Dunia
官方蓝图	Cetak Biru Resmi
文中含有敏感词汇，请斟酌后重书	Ada sesuatu yang masuk akal dalam teks tersebut. Tolong gunakan kata lain.
等待角色完成开采。	Tunggu hingga karakter Anda selesai menambang.
心境无暇	Murni
\n无	\nTidak ada
Tag:{0} 程度{1} MinLevel:{2} MaxLevel:{3} 未找到任何满足条件的效果	Menandai:{0}Derajat{1}Tingkat Min:{2}Tingkat Maks:{3}Tidak ada efek yang ditemui
姓名	Nama
景观优美	Cantik
你答应完成的任务并未按时完成，{0}对你大失所望。\n扣除了{0}的{1}点人情。	{0}kecewa padamu karena tidak menyelesaikan misi tepat waktu.\nKoneksi dengan{0}dikurangi sebesar{1}.
创建新游戏	Buat permainan baru
指定动物	Tetapkan Hewan
对话编辑	Sunting Dialog
学习秘籍:{0}	Manual yang Dipelajari:{0}
漆黑	Gelap
请选择神国期及以上境界的神道修行者	Pilih seorang penggarap panteon dalam tingkat ketuhanan atau lebih tinggi.
人民安居乐业，不断有流民前来此地安家，能收集到更多信仰。	Orang-orang hidup bahagia di sini, dan arus imigran terus berdatangan. Dapat mengumpulkan lebih banyak keyakinan.
殿	Tempat suci
与人发生争斗	Memulai pertempuran
调整角色面向。	Sesuaikan karakter menghadap.
{0}近期将会前往门派做客	{0}akan mengunjungi sekte Anda nanti.
{0}天劫临近(低于30秒)，拒绝前往。	{0}Kesengsaraan Surgawi akan datang (dalam waktu kurang dari 30 detik). Menolak untuk pergi.
是否确定觉醒灵智	Apakah Anda yakin ingin membangkitkan kecerdasan?
模组数据拉取失败	Gagal memuat data mod
可完成成就：	Prestasi yang Tersedia:
被傲慢之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时傲慢自得而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	Menjadi sombong. Efisiensi latihan, kecepatan belajar, dan kondisi mental berkurang drastis. Dalam keadaan berwatak akan sangat sombong, sehingga memperoleh kepercayaan diri untuk berperang. Terobosan 1 tingkat Pembuatan Artefak, Mantra, dan Perlindungan.
拷问这个角色	Interogasi karakter ini.
