ID	Race	Grades	Sex	Name	Desc	Hide	BeginYear	Perception	Physique	Charisma	Intelligence	Luck	Fight	Qi	SocialContact	Medicine	Cooking	Building	Farming	Mining	Art	Manual	DouFa	DanQi	Fabao	FightSkill	Barrier	F1	F2	F3	F4	F5	F6
200140	Human	1	0	Dewa Memasak di Mocun	[NAME]Lambat laun, keterampilan memasak mulai dikenali，bertahun-tahun kemudian，Dia benar-benar memenangkan gelar Divine Chef，Pada saat yang sama, karena kecintaanku pada gunung dan sungai,，Karakteristik dan ritme semua hidangan saling melengkapi.，Sejak itu, masakan musik telah diciptakan，menyebar ke seluruh dunia。	1	-1	2	2	1	2	2			4,1		10,1				8							LunHui_42					
200141	Human	0	0	Latar belakang keluarga ilmiah	[NAME]Lahir dari keluarga terpelajar，Kecantikan dan kebijaksanaan hidup berdampingan sejak kecil，dan menunjukkan kecintaannya pada musik dan tari，Cintai semua seni dan kerajinan yang indah，Saya terinspirasi untuk menjadi musisi di usia yang sangat muda。	1	-1		1	2							5				4,1							Artist					
200142	Human	1	0	Nyonya bos	[NAME]setelah dewasa，Saya sangat beruntung menemukan Mocun，Namun sayangnya, dia menikah dengan koki ajaib Desa Mo.，Sejak itu，Dari kecintaan pada musik yang indah，Berubah menjadi mencintai semua makanan enak，Menjadi pemilik Restoran Mocun。	1	-1	1	1		1	1	8								8												
200143	Human	0	0	pemenang dalam hidup	[NAME]Lahir dari keberuntungan langit dan bumi，Berbakat，Tak tertandingi。mahakuasa，Tahu segalanya。kelahirannya，Dapat dikatakan bahwa Tuhan melakukan kesalahan。	1	-1	10	10	10	10	10	20	20	20	20	20	20	20	20	20	20	20	20									
200144	Human	1	0	Tidak ada	Meski kelahirannya begitu mempesona，Sangat bersinar。Tapi sayang sekali，[NAME]Ditakdirkan untuk tidak memiliki apa-apa。	1	-1	-20	-20	-20	-20	-20	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40									
200145	Human	0	0	Keluarga dokter ajaib	[NAME]Lahir di sekte medis ajaib tersembunyi yang legendaris，Keluarga yang terlahir dengan tulang ajaib，anggota sebuah suku10Setelah dikremasi, Anda bisa mendapatkan kristal，Ini adalah inti dari obat ajaib yang menyelamatkan manusia.，Ia memiliki pengaruh hidup dan mati, daging dan tulang。\njustru karena alasan ini，Keluarga itu tinggal dalam pengasingan jauh di Gunung Lingshan dan mengabdikan diri mereka untuk belajar kedokteran.，Murid dewasa turun gunung untuk melatih keterampilan medis mereka，Manik-manik sumsum yang diturunkan dari keluarga dapat menyelamatkan nyawa dalam situasi krisis，Namun jangan ungkapkan asal usulnya。Murid yang berpengalaman ini dikenal sebagai Tuan Jade, dokter ajaib di dunia.。[NAME]Sebagai putri dari kepala keluarga, dia diberkahi dengan keterampilan medis yang sangat baik dan bebas dari kekhawatiran sejak dia masih kecil.，Mencintai binatang dan musik。	1	-1		2		3					8,1	5				2							Artist					
200146	Human	1	0	Mengembara Medis Abadi	[NAME]Dia tertipu keluar dari tempat terpencil keluarganya karena kebaikannya menyelamatkan orang lain.，Keluarga tersebut berulang kali ditipu untuk membocorkan cerita di dalam manik sumsum tersebut.，Pada akhirnya, seluruh keluarga musnah dalam kebakaran，Semua manik sumsum jatuh ke tangan musuh，Hanya saya yang berhasil melarikan diri，Sejak saat itu, temperamennya berubah drastis, emosinya menjadi dingin dan aneh，Berhati-hatilah terhadap orang banyak，Namun tetap mempertahankan hati seorang dokter。\nNanti，[NAME]Memperoleh potongan-potongan karya klasik dari area terlarang keluarga，Peningkatan diri dan latihan yang sukses，Menggunakan keterampilan racun yang tiada taranya untuk membalas darah keluarganya sendirian。Kemudian[NAME]Nostalgia dengan pemandangan dan musiknya，Terus belajar kedokteran，Bepergian ke dunia manusia sesekali untuk mengobati penyakit dan menyelamatkan nyawa，Dikenal sebagai Giok Abadi Medis Abadi。	1	-1	1	1		2	1				5	4				8							LunHui_35	Pessimism				
200147	Human	0	0	anak buku	[NAME]Dia adalah putra kedua dari keluarga resmi，terlahir cerdas，Namun karena perselisihan antara pemerintah dan pihak oposisi, kekayaan keluarga pun terpuruk.，Untuk bertahan hidup, ia menjadi seorang tukang buku，Untungnya, pengetahuan belum berhenti。	1	-1		-2	1	2						8				4	6											
200148	Human	1	0	Yin Yushi	[NAME]Pusaka keluarga kuno《Hatsune·hukum》tidak pernah pergi，Setelah bertahun-tahun, saya akhirnya memahami intinya，Irama mempunyai gaya tersendiri。Hati merindukan alam，Lalu saya ajak dua atau tiga orang teman saya yang satu jalur，Menjauh dari hiruk pikuk pegunungan，Mengambil Qin sebagai Jalan，Berdakwah dan mengajar adalah teladan bagi orang lain。	1	-1			3		3					4				7	4											
200149	Human	0	0	Pangeran yang menghancurkan negara	Dia awalnya adalah pangeran Nalan, sebuah negara kecil di Wilayah Barat.，Berbakat sejak kecil，memori fotografi，tapi lemah。Saya sudah familiar dengan semua jenis buku yang disimpan oleh keluarga kerajaan Kerajaan Nalan sejak saya masih kecil.。Belakangan, Kerajaan Nalan hancur akibat perang.，jalan keluar sempit dengan kehidupan。	1	-1	2		2	1										8												
200150	Human	1	0	pencari	Setelah negara itu hancur，[NAME]Berkeliaran sendirian ke Central Plains，Meski negara hancur dan keluarga hancur，Tapi ketika saya belajar sejarah sejak saya masih kecil,，Lihat melalui perubahan historis，Jadi tidak ada rasa dendam di hati saya，Hanya kejar segala jenis ilmu。Walaupun kesehatanku kurang baik，Tapi dengan kecerdasan，Belajar di berbagai tempat di Central Plains，Fondasi yang kuat dalam Konfusianisme，Pada saat yang sama, banyak aliran pemikiran lain yang juga mencoba-coba。	1	-1	3			2										4			12									
200151	Human	0	0	sutradara muda	[NAME]Ambisi masa kecil untuk menjadi sutradara film，sambil mengungkapkan pikiran seseorang，Anda dapat menghasilkan uang dan pindah ke pusat kota。	1	-1				1										8												
200152	Human	1	0	penjelajah waktu	[NAME]Mulai bermain game saat dewasa dan menjadi kaya secara tak terduga，Bersiaplah untuk mengejar ekspresi diri。Namun, saat bisnis baru dimulai，Namun tiba-tiba berkelana ke dunia ini。Kehidupan baru juga telah dimulai。	1	-1				2	2									4												
200153	Human	0	0	reporter cilik	Hu Xuefei adalah seorang reporter perang kecil ketika dia masih kecil。Keterampilan pengamatannya yang tajam memungkinkan dia memahami banyak detail tentang apa yang terjadi di medan perang.。Karir militernya sejak kecil juga memberinya banyak pengalaman berharga.。	1	-1		3			2	10,2		8,1								8,1										
200154	Human	1	0	Bodoh	Hu Xuefei jatuh sakit parah ketika dia dewasa，Setelah itu dia enggan lulus seperti orang lain“paling cerdas”cara untuk mencapai tujuan。Justru karena ini，Orang-orang di sekitarnya menyebutnya bodoh。	1	-1			3		2							8,2														
200155	Human	0	0	Rekan Lu Buwei	[NAEM]Kami adalah sesama penduduk desa dengan Lu Buwei yang sangat terkenal dalam sejarah.。Dia telah menunjukkan bakat luar biasa dalam mendongeng sejak dia masih kecil.，Sangat murah hati，Sering-seringlah mengirimkan hadiah kepada tetangga dan teman。	1	-1			2	3		4		6,1					3		4,1											
200156	Human	1	0	Pendongeng	Menjadi pendongeng profesional，Melalui usahanya yang tak henti-hentinya, ia menjadi dikenal luas，Tapi itu juga karena kurangnya pengetahuan、Kurangnya inspirasi dan masa palung yang singkat，Dengan bantuan dan dorongan dari sanak saudara dan teman sekitar,，mendapatkan kembali kepercayaan diri，Dan dibentuk dengan teman-teman yang berpikiran sama“kenangan merah muda”tim，mempunyai banyak penggemar	1	-1			2		3			8							8						LunHui_57					
200157	Human	0	0	anak-anak desa	Anak-anak desa biasa，Saya sudah nongkrong di depan restoran dan toko teh sejak saya masih kecil.，Lihat dan dengar segala macam orang aneh dan hal-hal aneh di dunia，Sangat tertarik pada skandal dan gosip。	1	-1	2			1							9	12														
200158	Human	1	0	Pelayan	Pelayan，Pekerjaan paruh waktu untuk mencari tahu gosip pelanggan，Namun pelanggan sering kali terpana dengan omong kosongnya.。Ingin tahu segala macam berita gosip，Anda benar untuk menemukannya。	1	-1	1				1			12																		
200159	Human	0	0	bos	Yinzi lahir di sebuah desa di perbatasan pantai，Saya telah menjadi bos bagi anak-anak di desa sejak saya masih kecil.。Dia benar，Pimpin anak-anak lain untuk membentuk pasukan Pramuka。Entah itu berperang melawan pasukan musuh atau melaut untuk membasmi bandit，Yinzi memimpin，dan memerintahkan mitra lain untuk bertarung bersama，Seiring berjalannya waktu, bahkan beberapa anak yang lebih tua darinya dipanggil bos。	1	-1		1	2		1																					
200160	Human	1	0	Tiga ratus enam puluh baris	Ketika Yinzi tumbuh dewasa, dia mengambil risiko di mana pun demi keadilan.，Dia tertarik pada segalanya，Mencoba semua lapisan masyarakat，Bepergian ke seluruh dunia,Mengalami banyak badai，Hal ini juga meninggalkan bekas luka pada dirinya\ndalam proses ini，dia bertemu banyak orang。Beberapa orang telah bergabung dengan timnya，Beberapa orang juga pergi，Tapi tidak peduli siapa yang tinggal atau siapa yang pergi，Mereka sangat menghormatinya，Masih memanggilnya bos。	1	-1	2	-2	3	1	3	8,2	5,2	0,2	0,2	0,2	0,2	0,2	0,2	0,2	0,2											
200161	Human	0	0	Jenderal Zhang Deshuai	Di negeri jauh Pendor，Zhang Deshuai muda tertular perang di benua Pandor.，Saya berharap dapat memimpin ribuan pasukan ketika saya besar nanti.，Taklukkan Pendor。dalam dirinya15Sejak saya menjadi tentara bayaran，Ambisinya telah terungkap。Zhang Deshuai mengeksploitasi hubungan permusuhan antara elf Noldor dan manusia，Dari pemimpin pasukan kecil, ia mengalami pertumbuhan selama puluhan tahun hingga ia menginvasi seluruh negara di Pendor.。Saat dia hendak naik tahta Pendor，Dia melakukan perjalanan melintasi waktu。	1	-1		5	2			15,2					7	7														
200162	Human	1	0	Ayah para hantu	Ayah hantu ini bukanlah ayah hantu itu，mengalami perjalanan waktu，Dia tiba di dunia hantu，tidak merasa takut。Dia memilih bersahabat dengan monster dan iblis，Dan meraih prestasi besar dalam perang antara dunia hantu dan dunia iblis，Mereka memanggilnya dengan penuh kasih sayang：“ayah hantu”。\nSetelah perang yang tragis，[IT]Jiwanya terluka parah，Dia hanya bisa menggunakan kekuatan magis untuk mencuri langit dan mengubah matahari, bereinkarnasi ke dunia dan menjadi manusia.。Kenangan masa lalu untuk sementara disegel，[IT]Akan memulai karir fana yang baru。	1	-1		-1			3		8									12	8									
200163	Human	0	0	Penumpang dari negeri asing	Konon suatu hari Guluo dijemput oleh seekor bangau liar yang terbang dari langit barat.，Namun tidak ada yang tahu dari mana Gulu berasal、Dari mana asalmu。Meskipun ia telah terlibat dalam seni bela diri sejak kecil,，Tapi saya tidak pernah beribadah di bawah sekte terkenal dan lurus mana pun.，Tampaknya sombong、Tapi sepertinya Anda bisa melihatnya sekilas di setiap pertarungan seni bela diri dan acara besar Jianghu.。Meski usianya masih muda，Tapi dia berperilaku licik dan berpengalaman，tidak meninggalkan jejak。	1	-1		2			3	3	10				5	5														
200164	Human	1	0	Bangau pengembara	Seorang pria misterius yang pengalaman hidupnya belum pernah diketahui dunia.，Sebab ia selalu mengenakan kain hitam putih yang menutupi tubuh dan wajahnya.、Berjalan keliling dunia dengan banyak gosip，Bahkan usia dan jenis kelamin adalah sebuah misteri。Dan tidak ada yang tahu tentang kemampuan bela dirinya.，Mungkin satu-satunya hal yang terkenal darinya adalah kemampuannya untuk melarikan diri dari langit dan melarikan diri dari bumi.，Dia sering melewati perselisihan besar di dunia seni bela diri dengan tindakannya yang tidak menaruh curiga.，Namun selalu berada di luar kontradiksi inti，Sepertinya dia sedang berselingkuh。Sekilas, kebaikan dan kejahatan tidak jelas.，Namun dia selalu bisa mengambil tindakan secara tiba-tiba saat berada dalam bahaya yang ekstrim.，Mengandalkan metode tak terduga untuk membantu menyelesaikan krisis，Tidak ada seorang pun di dunia ini yang terkejut。	1	-1		1		1		7		-5								8	3									
200165	Human	0	0	Orang biasa	Berasal dari keluarga biasa，Saat tumbuh dewasa, dia tidak pernah menunjukkan bakat apa pun dalam seni bela diri.，Jadi sebelum saya lahir, saya menjalani kehidupan biasa selangkah demi selangkah.。Hanya karena dia terobsesi dengan cerita legendaris para ksatria sejak dia masih kecil，akhirnya masuk20Ketika dia berumur 18 tahun, dia dengan gegabah mengucapkan selamat tinggal kepada orang tua, saudara dan teman-temannya.，Dia terjun ke dunia yang sebenarnya tidak dia ketahui sama sekali.	1	-1								12																		
200166	Human	1	0	Ubah dunia	Semakin dia tahu tentang dunia ini,，semakin marah。Tentu saja masih banyak ketidakadilan di dunia ini，Begitu banyak kemunafikan，Begitu banyak intimidasi dan kepahitan——Mengapa orang yang menganggap dirinya adalah orang yang terkenal dan jujur，Bisakah Anda tetap bermalas-malasan dan tidak disiplin, bahkan terus seperti ini selama puluhan tahun tanpa melakukan apa pun?？！Kemudian，Dia memutuskan dengan terburu-buru，Dia ingin mengubah dunia ini。	1	-1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2									
200167	Human	0	0	Gadis amnesia	[NAME]Asal usul，Suatu hari saya terbangun dan tiba-tiba melupakan pengalaman hidup saya。Tapi itu tidak menghentikannya untuk bersenang-senang，Jadi aku tidak bingung menghadapinya，Sebaliknya, saya hidup lebih nyaman。	1	-1	2		2							8,2																
200168	Human	1	0	Gadis pencuci mulut	Saya sering mendengar rumor bahwa dia nongkrong di berbagai gedung dan halaman bahkan istana.，kapanpun ditanya，Saya berkata tanpa daya bahwa dia suka menyanyi dan menari sejak dia masih kecil.，Pergi ke tempat-tempat itu tidak lebih dari menemui saudara perempuan saya untuk belajar keterampilan dan berbicara dari hati ke hati.，minum lebih banyak teh，Makan saja camilan，Kemudian dia akan berbicara tanpa henti tentang makanan ringan lezat yang dia makan.，Tunggu tunggu tunggu。	1	-1			3		2			8						10	10											
200169	Human	0	0	Transformasi Roh Merpati	Semangat merpati yang telah berlatih selama ribuan tahun，Berhenti berkultivasi dan menjadi manusia，Tergoda oleh dunia manusia, tetaplah di dunia manusia。	1	-1		1													8		8									
200170	Human	1	0	jangkar permainan	Karena saya suka bersenang-senang，Jadi di dunia manusia, saya bersemangat mengajari orang cara bersenang-senang.，ditelepon“jangkar permainan”。	1	-1		3	2					14,1						8,2												
200171	Human	0	0	Reinkarnasi Pedang Abadi	[NAME]Lahir dari keluarga terpelajar，Namun sejak kecil, saya senang mendengar cerita tentang kesatria di dunia persilatan.，Terutama kalimat itu“Pria yang sangat sopan，Untuk negara dan rakyat”Bahkan membuatnya meninggalkan sastra dan mengikuti seni bela diri，Dan pilihlah pedang yang melambangkan seorang pria sejati untuk menjadi senjatamu sendiri！Akhirnya menjadi generasi pendekar pedang。\nNanti, untuk mewujudkan ilmu pedang yang terbaik，Abaikan memori segel budidaya，Kembali ke bentuk fana。	1	-1	1	2				7								2,2												
200172	Human	1	0	Kepala Deyunse	setelah reinkarnasi[NAME]Masa dewasa，Mendirikan sekte sendiri，Deyunse，Dan dia merekrut sekelompok murid yang kemudian menjadi terkenal di seluruh dunia.。Deyunseyi“Kesetiaan, kesalehan berbakti, kebenaran dan etiket”Rekrut orang-orang dari seluruh dunia，Terkenal di dunia。	1	-1			3				8,2	2,2							5		5									
200173	Human	0	0	Reinkarnasi abadi	[NAME]Lahir dari keluarga kaya，Itu adalah reinkarnasi dari makhluk abadi tertentu。Malas tapi berbakat，Mempelajari apa pun dengan sangat cepat，Hal favorit saya adalah meniru dan meniru segala macam hal aneh。	1	-1	1			3	1	7	6					-10														
200174	Human	1	0	Wakil Kepala Deyunse	Setelah dewasa，Sika mengumpulkan semua rahasia seni bela diri di dunia，Dan atas dasar ini, dia menciptakan praktiknya sendiri，“jalannya，membalas budi”。Belakangan, saat dia berkeliling dunia, dia bertemu Sun Yalong dan jatuh cinta padanya pada pandangan pertama.，Salah satu pendiri sekte Deyunse yang terkenal di dunia。	1	-1	3		1				2,2	2					2		2											
200175	Human	0	0	penjelajah waktu	Jelajahi berbagai dunia game，Inspirasi membawa setiap dunia game ke akhir yang cerah，Dia dikatakan memiliki darah Saiyan，Berbagai kemampuan dan atribut tidak masuk dalam daftar，Tapi hanya setelah mendengar“menggigit”（Pengubah）Itu akan meledak setelah terdengar suara，Jadi..Terkadang tidak terlalu kuat。\nDia selalu suka mengklaim bahwa dia tidak melakukan kesalahan apa pun dalam hidupnya，Namun nyatanya, semua orang yang melihat kesalahannya terbunuh...Jadi ketika murid-muridnya harus belajar menjadi buta...Kisah legendaris macam apa yang akan dibawa oleh perjalanan memupuk keabadian ini?？	1	-1		3			3	6	6	6																		
200176	Human	1	0	Masih pengganti Xiaozhi	Di dunia ini，[NAME]muncul dengan identitas misterius，Tidak ada yang tahu asal usulnya，Tidak ada yang tahu detailnya。	1	-1		1		3		4	4	4	4	4	4	4	4	4	4	4	4									
200177	Human	0	0	ahli nujum	Kerabat keluarga kerajaan di negara terpencil，Ayahnya mengelola peralatan pengamatan bintang，Itu adalah masa ketika budidaya kekaisaran menjadi populer，Tidak terlibat dalam urusan pemerintahan，Orang-orang berada dalam kesulitan，Para jenderal dan tentara memprotes dan membunuh para pejabat bintang.，Ayahnya menyerahkan senjata bintang kepadanya dan melarikan diri.，hidup atau mati tidak diketahui，Nyonya Lu bersembunyi di pegunungan untuk mewarisi bisnis ayahnya dan belajar astrologi tanpa mengetahui tahunnya.。	1	-1				2			8,2		5,2						8,2		8,2									
200178	Human	1	0	ahli nujum	bertahun-tahun kemudian，Chao Gang stabil，Kebangkitan kembali tren budidaya makhluk abadi，Nyonya Lu kembali ke pegunungan，takdir masa depan，Kepada siapa aku harus menyerahkannya?？！	1	-1	2	2		1	1						5	5	5			5										
200179	Human	0	0	pelarian mulut	Yang Shu terlahir dalam keluarga yang lolos dari mulut，Klan Uzumaki yang nenek moyangnya berasal dari Jepang，Ratusan tahun mengubah lautan dan ladang，keluarga mengalami kemunduran，Generasi Kakek Yangshu melakukan perjalanan melintasi lautan dan datang ke Yangjiacun。Yangshu mewarisi tradisi pelarian mulut dari nenek moyangnya，Sejak saya masih kecil, saya sudah banyak bicara.，Bertindaklah dengan sopan，Dia ahli dalam menghentikan perkelahian。	1	-1	1	1	3	1			8																			
200180	Human	1	0	pengacara	Setelah lebih dari sepuluh tahun berkeliling dunia dan pelatihan terus-menerus,，Yang Shu telah menjadi guru paling terkenal di dunia，Ia dikenal karena lidahnya yang tajam dan gayanya yang lidah-di-pipi.，Kasus yang diterima tidak pernah hilang，Menyelesaikan perselisihan yang tak terhitung jumlahnya。Kisah cinta Yang Shu dan asisten wanitanya Dai Zhen pun menjadi legenda di dunia.。	1	-1			2	3	1			15,2						8,2												
200181	Human	0	0	Kemampuan manajemen	Nova sangat berbakat sejak dia masih kecil.。Setelah menjadi walikota sebagai orang termuda dalam sejarah，Dia mengorganisir komunitas perkotaan di banyak tempat，RSUD，Berbagai pekerjaan konstruksi seperti bandara，Menjabat sebagai komandan militer，Ia bahkan telah berpartisipasi dalam berbagai proyek eksplorasi luar angkasa dan memberikan kontribusi luar biasa.，Namun pada akhirnya, saya tidak menetap di sembarang tempat untuk waktu yang lama.。Untuk memperkaya pengetahuan kita dan menghadapi tantangan yang lebih besar，Nova telah mencari tujuan baru sepanjang hidupnya.。	1	-1	2										6	6	6		6											
200182	Human	1	0	walikota	Meskipun ia tidak lagi bekerja di organisasi mana pun，Namun, Nova memiliki pengalaman manajemen yang kaya di tingkat pengambilan keputusan di pemerintahan dan berbagai grup perusahaan besar dan menengah sepanjang tahun.。Pengalaman ini mencakup berbagai bidang seperti ilmu pengetahuan, industri, pertanian dan perdagangan.。Pada saat yang sama, Nova telah mengembangkan serangkaian keterampilan berdebat yang sangat baik karena ia telah berurusan dengan berbagai politisi sepanjang tahun.，Tangani tugas komunikasi dengan mudah。Pengalaman-pengalaman ini diingat oleh Nova，Bahkan setelah reinkarnasi, dia belum sepenuhnya melupakannya。	1	-1		1			1		8	8																		
200183	Human	0	0	Bakat itu berbakat	Di kehidupanku sebelumnya, aku mengasuh Da sebagai anak yang mengalami keterbelakangan mental., Karena orang tua meninggal lebih awal，Saya kesulitan bergerak，Kehidupan anak itu sangat sulit，Sangat baik hati，melakukan banyak hal baik，Tuhan yang tergerak，Oleh karena itu reinkarnasi。Dalam kehidupan ini, Da lahir saat dia berumur lima tahun，Alat tulis yang tidak pernah dikenali。Tiba-tiba suatu hari saya menangis dan meminta hal-hal ini。Ayahnya terkejut，Jadi saya meminjam barang-barang itu dari tetangga saya.。Dia langsung menulis empat kalimat，dan mencantumkan namanya sendiri di atasnya, Tunjukkan pada semua orang berbakat di kotapraja。	1	-1	2			2								8														
200184	Human	1	0	Kunlun Xunxian	Zhaoda sangat berbakat tetapi belum memasuki karir resmi，Menjadi master kedokteran setelah diminta oleh seorang ahli，Sembuhkan yang terluka dan selamatkan yang sekarat，Orang hidup yang tak terhitung jumlahnya。Hou Zhaoda terobsesi dengan latihan，Mulailah perjalanan untuk menemukan jejak keabadian，dan membantu orang-orang di jalan。Kerja keras membuahkan hasil，Zhaoda akhirnya menemukan Gua Abadi di Pegunungan Kunlun，Dapatkan buku rahasia darinya。	1	-1					2		6		5,2																	
200185	Human	0	0	Kekuatan doa	Ribuan manusia mendambakan dunia keabadian yang damai dan tenteram，Oleh karena itu, kekuatan doa yang sangat besar dihasilkan，Seiring berjalannya waktu, kehidupan baru akhirnya muncul！Dia menamai dirinya Shen Shen Ruye。《Analisis Konfusius》disebutkan dalam“Yanju milik Zi，Shen Shenruye，Yaoyoruye。”Gambarkan Konfusius sebagai orang yang sangat nyaman dalam kehidupan sehari-harinya di rumah，Dan menjalani kehidupan yang sangat hidup dan bahagia，Daripada memasang wajah sedih dan bersedih setiap hari。Dari sinilah nama Shen Shen Ruye berasal.。Kemudian, Shen Shenru juga menjadi abadi dan memasuki reinkarnasi lagi karena dia tidak dapat menanggung penderitaan di dunia fana.，Membawa kebahagiaan bagi dunia。	1	-1	3			5	3	0,1	0,2		0,2				0,1	0,2	0,2		0,2				Reader	SonOfDestiny	Optimistic	Craftsman		
200186	Human	1	0	teks sandi	《Hidup mabuk-Kedamaian dan kebahagiaan biasa》\nItu tidak sulit，Segalanya tidak mudah，Kesempurnaan adalah hal tersulit。\nOrang-orang memikirkan banyak hal，bisi giok，Namun, keadaan mulai tidak beres dan Anda perlahan-lahan menjadi mabuk。\nMabuk untuk menghilangkan kekhawatiran，Diminum untuk menghilangkan kesedihan，Mabuk tidak bisa melepaskan diri dari ketidakmampuan。\nMengetahui tindak pidana mabuk-mabukan，kemabukan，Nikmati mabuknya tanpa berpikir untuk menghilangkan mabuknya。	1	-1							12			-10		15				10	5									
200187	Human	0	0	Reinkarnasi Pedang Abadi	[NAME]Di kehidupan sebelumnya, dia adalah seorang pendekar pedang yang mendominasi dunia spiritual.，Dikenal karena kemampuannya membunuh dengan satu pedang。Membunuh naga dan burung phoenix，Bersaing dengan praktisi kuno，Mengejutkan dunia。	1	-1						8,2	8,2						8,2								LunHui_65					
200188	Human	1	0	Pemimpin Hermon	[NAME]Dia adalah pemimpin Hermon，Dia memiliki ribuan murid，Momentumnya sangat besar。	1	-1	1		1	4	2																					
200189	Human	0	0	Bocah Duobao	[NAME]Dalam kehidupanku sebelumnya, aku adalah seorang anak laki-laki yang berada di bawah takhta Yang Mahatinggi.，Setelah memasuki reinkarnasi, ia dilahirkan dalam keluarga pengrajin.，Terlahir untuk diberkati oleh takdir，Miliki keterampilan untuk mengubah pembusukan menjadi artefak。Setelah transformasinya，Bahkan hal-hal yang tampaknya tidak berguna pun bisa bermanfaat。	1	-1							8,2								8,2		8,2				Reader	SonOfDestiny	Craftsman			
200190	Human	1	0	Murid Hemen	[NAME]Dia adalah yang terbaik di antara murid-murid Hemen，Ikuti pemimpin Hemen untuk menaklukkan timur dan barat，Memberikan kontribusi yang besar。	1	-1	6		1	1																						
200191	Human	0	0	tubuh emas	[NAME]Dia adalah seorang putri dari Fengtian，Namun, ia telah memimpikan dunia ini sejak ia masih kecil.，Tidak puas dengan kehidupan seorang nona muda yang kaya raya。Untuk itu, ia rela bekerja keras untuk mengasah kemampuannya。	1	-1							8,2	8,2							2	0,2					LunHui_56					
200192	Human	1	0	Murid Hemen	[NAME]Dia adalah yang terbaik di antara murid-murid Hemen，Ikuti pemimpin Hemen untuk menaklukkan timur dan barat，Memberikan kontribusi yang besar。	1	-1	3	2		2	1																					
200193	Human	0	0	Reinkarnasi Hati Tao	[NAME]Itu adalah reinkarnasi dari makhluk abadi kuno，Lahir dengan hati Tao yang luar biasa，Merupakan benih alami dari pengembangan spiritual。	1	-1							8,1								10,2		10		10							
200194	Human	1	0	Keturunan Dinasti Shangqing	[NAME]Masa dewasa，Memasuki kembali Sekte Abadi di bawah bimbingan kenangan kehidupan masa lalu，Mengembalikan jati diri seseorang sebagai keturunan Yang Maha Agung。Membawa warisan Kesucian Yang Maha Esa[NAME]Bertekad untuk mengembalikan kemuliaan Tuhan。	1	-1	5			2	1		3																			
200195	Human	0	0	Peri turun ke bumi	[NAME]Dia adalah peri yang turun dari surga dan mengalami pelatihan.，Terkenal dengan payudaranya yang indah。Dulunya adalah pemain teknis，Kemudian menjadi komentator game。Pengalaman-pengalaman ini memberinya rasa petualangan。	1	-1			3	2																	Optimistic					
200196	Human	1	0	Tangan-tangan terampil berkeliling dunia	[NAME]Kemudian dia pergi ke medan perang dan menjadi tentara medis yang menyelamatkan nyawa dan menyembuhkan yang terluka.，Keterampilan medisnya luar biasa，Dikenal sebagai Korps Medis Pertama，Menggunakan keterampilan medis yang luar biasa untuk menyelamatkan banyak nyawa。[NAME]Kepribadiannya yang lincah, baik hati, dan optimis membuatnya dikelilingi banyak teman，Dimanapun dia berada, dia bisa mendapat teman baik，Gedung komunikasi pribadi。dalam pengalaman yang tidak terduga，[NAME]Perjalanan melintasi ruang dan waktu menuju dunia budidaya makhluk abadi，Pengalaman apa yang menantinya?？	1	-1					2		5,2	10,2	5	-6						8,2					Strong					
200197	Human	0	0	Hati dari seratus kehalusan	[NAME]Awalnya hati yang cuek，Pasalnya pemilik badan sering begadang，Berhasil mengolah Hati Seratus Pemurnian dan memperoleh kesadaran。Sangat disayangkan bahwa sang master secara tidak sengaja menghabiskan umurnya saat memasuki kondisi trance.，Harus naik secara paksa，Dan hanya sisa-sisa makhluk abadi yang tersisa，Hati yang telah dimurnikan ratusan kali bisa dikeluarkan dari tubuh，Tempa tubuh manusia。Menyaksikan jiwa jiwa sang master naik，Dia merindukannya，Begitulah sebutannya bagi orang luar--Kegilaan Peri Bulu Terbang。	1	-1	3	3			2		12,1																			
200198	Human	1	0	Leluhur Penggarap Setan	[NAME]Tubuh aslinya pernah terbuka“penanam sihir”Satu silsilah Taoisme，Pengikut berkumpul，Pelajari cara melakukan sesuatu。Pahami preferensi orang-orang berkuasa di setiap sekte，keramahan，Dia sering mengundang teman-teman abadi dari semua lapisan masyarakat untuk datang ke sekte tersebut sebagai tamu.，Ambil sauna，Pil Kebahagiaan，Akomodasi mewah dan keramahtamahan yang hangat。Ketika teman abadi itu pergi dengan kepuasan，Saya juga akan meninggalkan beberapa barang sebagai hadiah terima kasih。\nDan karena sekte ini berada dalam kesulitan menunggu untuk direvitalisasi,，sebagai pemimpin，[NAME]Orang asli juga secara pribadi akan pergi ke berbagai sekte untuk meminjam beberapa bahan untuk mengembangkan dan membangun sekte tersebut.，Harapan terbesarnya adalah agar sekte tersebut dapat bangkit kembali，Menjadi andalan di dunia keabadian。[NAME]Dia juga mewarisi keyakinan aslinya.。	1	-1			5	3				20,2						20,2												
300001	YaoGuai	0	0	Pencerahan yang kuat	[NAME]Awalnya satu[ITEM]，Seharusnya digunakan secara maksimal dan kemudian musnah.。Namun[NAME]Peluang，Pada[TIME]oleh[TNAME]pencerahan，Kebangkitan kesadaran diri，Menjadi monster。	1	-1	1	1	1																		Features_JingGuai_0					
